Date,Close,Stock,,Date,Close,Stock,,Date,Close,Stock
11/15/2013 16:00,54.87,JPM,,11/15/2013 16:00,70.64,STT,,11/15/2013 16:00,57.15,NTRS
11/18/2013 16:00,55.74,JPM,,11/18/2013 16:00,70.99,STT,,11/18/2013 16:00,56.99,NTRS
11/19/2013 16:00,56.15,JPM,,11/19/2013 16:00,70.9,STT,,11/19/2013 16:00,57.24,NTRS
11/20/2013 16:00,56.1,JPM,,11/20/2013 16:00,71.08,STT,,11/20/2013 16:00,57.4,NTRS
11/21/2013 16:00,57.22,JPM,,11/21/2013 16:00,72.05,STT,,11/21/2013 16:00,57.94,NTRS
11/22/2013 16:00,57.46,JPM,,11/22/2013 16:00,72.7,STT,,11/22/2013 16:00,58.1,NTRS
11/25/2013 16:00,57.65,JPM,,11/25/2013 16:00,72.11,STT,,11/25/2013 16:00,58.59,NTRS
11/26/2013 16:00,57.17,JPM,,11/26/2013 16:00,72.55,STT,,11/26/2013 16:00,58.66,NTRS
11/27/2013 16:00,57.48,JPM,,11/27/2013 16:00,72.34,STT,,11/27/2013 16:00,58.94,NTRS
11/29/2013 16:00,57.22,JPM,,11/29/2013 16:00,72.61,STT,,11/29/2013 16:00,58.99,NTRS
12/2/2013 16:00,56.98,JPM,,12/2/2013 16:00,72.89,STT,,12/2/2013 16:00,58.7,NTRS
12/3/2013 16:00,56.86,JPM,,12/3/2013 16:00,71.5,STT,,12/3/2013 16:00,58.35,NTRS
12/4/2013 16:00,57.19,JPM,,12/4/2013 16:00,70.83,STT,,12/4/2013 16:00,57.87,NTRS
12/5/2013 16:00,55.82,JPM,,12/5/2013 16:00,70.16,STT,,12/5/2013 16:00,57.75,NTRS
12/6/2013 16:00,56.06,JPM,,12/6/2013 16:00,71.23,STT,,12/6/2013 16:00,58.75,NTRS
12/9/2013 16:00,56.51,JPM,,12/9/2013 16:00,71.82,STT,,12/9/2013 16:00,58.95,NTRS
12/10/2013 16:00,56.7,JPM,,12/10/2013 16:00,71.35,STT,,12/10/2013 16:00,58.27,NTRS
12/11/2013 16:00,56.07,JPM,,12/11/2013 16:00,70.37,STT,,12/11/2013 16:00,57.17,NTRS
12/12/2013 16:00,56.31,JPM,,12/12/2013 16:00,70.21,STT,,12/12/2013 16:00,57.14,NTRS
12/13/2013 16:00,56.17,JPM,,12/13/2013 16:00,69.73,STT,,12/13/2013 16:00,57.58,NTRS
12/16/2013 16:00,56.42,JPM,,12/16/2013 16:00,70.02,STT,,12/16/2013 16:00,57.82,NTRS
12/17/2013 16:00,55.72,JPM,,12/17/2013 16:00,69.59,STT,,12/17/2013 16:00,57.5,NTRS
12/18/2013 16:00,57.24,JPM,,12/18/2013 16:00,71.43,STT,,12/18/2013 16:00,59.37,NTRS
12/19/2013 16:00,57.23,JPM,,12/19/2013 16:00,71.03,STT,,12/19/2013 16:00,59.28,NTRS
12/20/2013 16:00,57.7,JPM,,12/20/2013 16:00,71.55,STT,,12/20/2013 16:00,60.81,NTRS
12/23/2013 16:00,58.24,JPM,,12/23/2013 16:00,72.21,STT,,12/23/2013 16:00,61.29,NTRS
12/24/2013 16:00,58.25,JPM,,12/24/2013 16:00,72.23,STT,,12/24/2013 16:00,61.3,NTRS
12/26/2013 16:00,58.2,JPM,,12/26/2013 16:00,72.73,STT,,12/26/2013 16:00,61.71,NTRS
12/27/2013 16:00,58.14,JPM,,12/27/2013 16:00,72.96,STT,,12/27/2013 16:00,61.45,NTRS
12/30/2013 16:00,57.95,JPM,,12/30/2013 16:00,72.66,STT,,12/30/2013 16:00,61.72,NTRS
12/31/2013 16:00,58.48,JPM,,12/31/2013 16:00,73.39,STT,,12/31/2013 16:00,61.89,NTRS
1/2/2014 16:00,58.21,JPM,,1/2/2014 16:00,73.16,STT,,1/2/2014 16:00,60.89,NTRS
1/3/2014 16:00,58.66,JPM,,1/3/2014 16:00,74.7,STT,,1/3/2014 16:00,61.3,NTRS
1/6/2014 16:00,59,JPM,,1/6/2014 16:00,74.69,STT,,1/6/2014 16:00,60.92,NTRS
1/7/2014 16:00,58.32,JPM,,1/7/2014 16:00,75.24,STT,,1/7/2014 16:00,61.7,NTRS
1/8/2014 16:00,58.87,JPM,,1/8/2014 16:00,75.05,STT,,1/8/2014 16:00,62.02,NTRS
1/9/2014 16:00,58.76,JPM,,1/9/2014 16:00,75.35,STT,,1/9/2014 16:00,61.49,NTRS
1/10/2014 16:00,58.49,JPM,,1/10/2014 16:00,74.88,STT,,1/10/2014 16:00,61.12,NTRS
1/13/2014 16:00,57.7,JPM,,1/13/2014 16:00,72.93,STT,,1/13/2014 16:00,60.43,NTRS
1/14/2014 16:00,57.74,JPM,,1/14/2014 16:00,73.47,STT,,1/14/2014 16:00,60.6,NTRS
1/15/2014 16:00,59.49,JPM,,1/15/2014 16:00,74.32,STT,,1/15/2014 16:00,61.2,NTRS
1/16/2014 16:00,58.99,JPM,,1/16/2014 16:00,73.72,STT,,1/16/2014 16:00,61.05,NTRS
1/17/2014 16:00,58.11,JPM,,1/17/2014 16:00,73.5,STT,,1/17/2014 16:00,60.71,NTRS
1/21/2014 16:00,58.17,JPM,,1/21/2014 16:00,74.17,STT,,1/21/2014 16:00,60.61,NTRS
1/22/2014 16:00,57.59,JPM,,1/22/2014 16:00,75.15,STT,,1/22/2014 16:00,62.61,NTRS
1/23/2014 16:00,56.47,JPM,,1/23/2014 16:00,72.76,STT,,1/23/2014 16:00,62.6,NTRS
1/24/2014 16:00,55.09,JPM,,1/24/2014 16:00,69.52,STT,,1/24/2014 16:00,61.13,NTRS
1/27/2014 16:00,55.09,JPM,,1/27/2014 16:00,68.3,STT,,1/27/2014 16:00,60.55,NTRS
1/28/2014 16:00,55.74,JPM,,1/28/2014 16:00,68.88,STT,,1/28/2014 16:00,60.76,NTRS
1/29/2014 16:00,55.53,JPM,,1/29/2014 16:00,67.6,STT,,1/29/2014 16:00,60.7,NTRS
1/30/2014 16:00,56,JPM,,1/30/2014 16:00,68.24,STT,,1/30/2014 16:00,61.12,NTRS
1/31/2014 16:00,55.36,JPM,,1/31/2014 16:00,66.95,STT,,1/31/2014 16:00,60.22,NTRS
2/3/2014 16:00,54.31,JPM,,2/3/2014 16:00,64.6,STT,,2/3/2014 16:00,58.4,NTRS
2/4/2014 16:00,54.95,JPM,,2/4/2014 16:00,65.46,STT,,2/4/2014 16:00,59.78,NTRS
2/5/2014 16:00,55.21,JPM,,2/5/2014 16:00,64.34,STT,,2/5/2014 16:00,59.16,NTRS
2/6/2014 16:00,56.48,JPM,,2/6/2014 16:00,65.92,STT,,2/6/2014 16:00,59.75,NTRS
2/7/2014 16:00,56.62,JPM,,2/7/2014 16:00,68.23,STT,,2/7/2014 16:00,60.73,NTRS
2/10/2014 16:00,56.74,JPM,,2/10/2014 16:00,68.16,STT,,2/10/2014 16:00,60.85,NTRS
2/11/2014 16:00,57.43,JPM,,2/11/2014 16:00,68.75,STT,,2/11/2014 16:00,61.77,NTRS
2/12/2014 16:00,57.52,JPM,,2/12/2014 16:00,68.8,STT,,2/12/2014 16:00,61.87,NTRS
2/13/2014 16:00,58.03,JPM,,2/13/2014 16:00,68.5,STT,,2/13/2014 16:00,62.04,NTRS
2/14/2014 16:00,58.15,JPM,,2/14/2014 16:00,68.81,STT,,2/14/2014 16:00,62.25,NTRS
2/18/2014 16:00,58.49,JPM,,2/18/2014 16:00,68.22,STT,,2/18/2014 16:00,62.22,NTRS
2/19/2014 16:00,57.26,JPM,,2/19/2014 16:00,68.05,STT,,2/19/2014 16:00,61.43,NTRS
2/20/2014 16:00,57.58,JPM,,2/20/2014 16:00,67.82,STT,,2/20/2014 16:00,61.54,NTRS
2/21/2014 16:00,57.61,JPM,,2/21/2014 16:00,68.52,STT,,2/21/2014 16:00,61.9,NTRS
2/24/2014 16:00,58.03,JPM,,2/24/2014 16:00,69.07,STT,,2/24/2014 16:00,62.45,NTRS
2/25/2014 16:00,57.03,JPM,,2/25/2014 16:00,67.87,STT,,2/25/2014 16:00,61.86,NTRS
2/26/2014 16:00,56.75,JPM,,2/26/2014 16:00,67.41,STT,,2/26/2014 16:00,61.72,NTRS
2/27/2014 16:00,56.69,JPM,,2/27/2014 16:00,67.39,STT,,2/27/2014 16:00,62.18,NTRS
2/28/2014 16:00,56.82,JPM,,2/28/2014 16:00,65.67,STT,,2/28/2014 16:00,61.85,NTRS
3/3/2014 16:00,56.21,JPM,,3/3/2014 16:00,65.2,STT,,3/3/2014 16:00,61.33,NTRS
3/4/2014 16:00,57.26,JPM,,3/4/2014 16:00,66.41,STT,,3/4/2014 16:00,62.29,NTRS
3/5/2014 16:00,58.16,JPM,,3/5/2014 16:00,66.5,STT,,3/5/2014 16:00,62.13,NTRS
3/6/2014 16:00,58.9,JPM,,3/6/2014 16:00,67.73,STT,,3/6/2014 16:00,62.82,NTRS
3/7/2014 16:00,59.4,JPM,,3/7/2014 16:00,68.14,STT,,3/7/2014 16:00,64.02,NTRS
3/10/2014 16:00,59.2,JPM,,3/10/2014 16:00,68.2,STT,,3/10/2014 16:00,64.12,NTRS
3/11/2014 16:00,58.19,JPM,,3/11/2014 16:00,66.83,STT,,3/11/2014 16:00,63.14,NTRS
3/12/2014 16:00,57.92,JPM,,3/12/2014 16:00,66.16,STT,,3/12/2014 16:00,62.7,NTRS
3/13/2014 16:00,57.42,JPM,,3/13/2014 16:00,64.48,STT,,3/13/2014 16:00,61.8,NTRS
3/14/2014 16:00,56.8,JPM,,3/14/2014 16:00,64.73,STT,,3/14/2014 16:00,62.04,NTRS
3/17/2014 16:00,57.58,JPM,,3/17/2014 16:00,65.44,STT,,3/17/2014 16:00,62.75,NTRS
3/18/2014 16:00,58.06,JPM,,3/18/2014 16:00,65.34,STT,,3/18/2014 16:00,63.08,NTRS
3/19/2014 16:00,58.3,JPM,,3/19/2014 16:00,66.15,STT,,3/19/2014 16:00,63.92,NTRS
3/20/2014 16:00,60.11,JPM,,3/20/2014 16:00,68,STT,,3/20/2014 16:00,65.58,NTRS
3/21/2014 16:00,60.17,JPM,,3/21/2014 16:00,68.81,STT,,3/21/2014 16:00,65.77,NTRS
3/24/2014 16:00,61.07,JPM,,3/24/2014 16:00,70.21,STT,,3/24/2014 16:00,65.65,NTRS
3/25/2014 16:00,60.93,JPM,,3/25/2014 16:00,70.16,STT,,3/25/2014 16:00,65.31,NTRS
3/26/2014 16:00,59.9,JPM,,3/26/2014 16:00,68.64,STT,,3/26/2014 16:00,64.67,NTRS
3/27/2014 16:00,59.92,JPM,,3/27/2014 16:00,68.49,STT,,3/27/2014 16:00,64.32,NTRS
3/28/2014 16:00,60.04,JPM,,3/28/2014 16:00,68.99,STT,,3/28/2014 16:00,64.91,NTRS
3/31/2014 16:00,60.71,JPM,,3/31/2014 16:00,69.55,STT,,3/31/2014 16:00,65.56,NTRS
4/1/2014 16:00,60.67,JPM,,4/1/2014 16:00,69.57,STT,,4/1/2014 16:00,65.75,NTRS
4/2/2014 16:00,60.48,JPM,,4/2/2014 16:00,69.28,STT,,4/2/2014 16:00,65.64,NTRS
4/3/2014 16:00,60.66,JPM,,4/3/2014 16:00,69.49,STT,,4/3/2014 16:00,65.47,NTRS
4/4/2014 16:00,59.81,JPM,,4/4/2014 16:00,68.25,STT,,4/4/2014 16:00,64.16,NTRS
4/7/2014 16:00,59,JPM,,4/7/2014 16:00,66.52,STT,,4/7/2014 16:00,62.83,NTRS
4/8/2014 16:00,58.85,JPM,,4/8/2014 16:00,65.92,STT,,4/8/2014 16:00,62.58,NTRS
4/9/2014 16:00,59.27,JPM,,4/9/2014 16:00,67.07,STT,,4/9/2014 16:00,62.78,NTRS
4/10/2014 16:00,57.4,JPM,,4/10/2014 16:00,65.15,STT,,4/10/2014 16:00,61.56,NTRS
4/11/2014 16:00,55.3,JPM,,4/11/2014 16:00,63.76,STT,,4/11/2014 16:00,60.59,NTRS
4/14/2014 16:00,54.96,JPM,,4/14/2014 16:00,64.44,STT,,4/14/2014 16:00,61.22,NTRS
4/15/2014 16:00,54.8,JPM,,4/15/2014 16:00,64.35,STT,,4/15/2014 16:00,59.63,NTRS
4/16/2014 16:00,55.26,JPM,,4/16/2014 16:00,64.91,STT,,4/16/2014 16:00,59.04,NTRS
4/17/2014 16:00,55.22,JPM,,4/17/2014 16:00,65.53,STT,,4/17/2014 16:00,59.39,NTRS
4/21/2014 16:00,55.03,JPM,,4/21/2014 16:00,65,STT,,4/21/2014 16:00,59.91,NTRS
4/22/2014 16:00,55.81,JPM,,4/22/2014 16:00,65.36,STT,,4/22/2014 16:00,60.29,NTRS
4/23/2014 16:00,56.05,JPM,,4/23/2014 16:00,65.91,STT,,4/23/2014 16:00,60.84,NTRS
4/24/2014 16:00,56.19,JPM,,4/24/2014 16:00,65.73,STT,,4/24/2014 16:00,60.24,NTRS
4/25/2014 16:00,55.7,JPM,,4/25/2014 16:00,63.79,STT,,4/25/2014 16:00,59.47,NTRS
4/28/2014 16:00,55.49,JPM,,4/28/2014 16:00,63.49,STT,,4/28/2014 16:00,59.2,NTRS
4/29/2014 16:00,56.1,JPM,,4/29/2014 16:00,64.34,STT,,4/29/2014 16:00,60.02,NTRS
4/30/2014 16:00,55.98,JPM,,4/30/2014 16:00,64.56,STT,,4/30/2014 16:00,60.25,NTRS
5/1/2014 16:00,55.72,JPM,,5/1/2014 16:00,64.6,STT,,5/1/2014 16:00,60.06,NTRS
5/2/2014 16:00,55.58,JPM,,5/2/2014 16:00,65.36,STT,,5/2/2014 16:00,60.49,NTRS
5/5/2014 16:00,54.22,JPM,,5/5/2014 16:00,64.13,STT,,5/5/2014 16:00,60.15,NTRS
5/6/2014 16:00,53.34,JPM,,5/6/2014 16:00,63.55,STT,,5/6/2014 16:00,59.44,NTRS
5/7/2014 16:00,54.05,JPM,,5/7/2014 16:00,64.25,STT,,5/7/2014 16:00,60.64,NTRS
5/8/2014 16:00,54.36,JPM,,5/8/2014 16:00,64.96,STT,,5/8/2014 16:00,61.04,NTRS
5/9/2014 16:00,54.01,JPM,,5/9/2014 16:00,64.86,STT,,5/9/2014 16:00,61.11,NTRS
5/12/2014 16:00,54.65,JPM,,5/12/2014 16:00,65.86,STT,,5/12/2014 16:00,61.76,NTRS
5/13/2014 16:00,54.62,JPM,,5/13/2014 16:00,65.59,STT,,5/13/2014 16:00,61.72,NTRS
5/14/2014 16:00,54.36,JPM,,5/14/2014 16:00,64.87,STT,,5/14/2014 16:00,60.88,NTRS
5/15/2014 16:00,53.51,JPM,,5/15/2014 16:00,63.21,STT,,5/15/2014 16:00,59.62,NTRS
5/16/2014 16:00,53.31,JPM,,5/16/2014 16:00,63.19,STT,,5/16/2014 16:00,59.81,NTRS
5/19/2014 16:00,53.83,JPM,,5/19/2014 16:00,63.81,STT,,5/19/2014 16:00,60.08,NTRS
5/20/2014 16:00,53.72,JPM,,5/20/2014 16:00,63.23,STT,,5/20/2014 16:00,59.57,NTRS
5/21/2014 16:00,54.12,JPM,,5/21/2014 16:00,64.27,STT,,5/21/2014 16:00,59.88,NTRS
5/22/2014 16:00,54.55,JPM,,5/22/2014 16:00,64.69,STT,,5/22/2014 16:00,60.33,NTRS
5/23/2014 16:00,54.53,JPM,,5/23/2014 16:00,64.49,STT,,5/23/2014 16:00,60.36,NTRS
5/27/2014 16:00,55.14,JPM,,5/27/2014 16:00,65.17,STT,,5/27/2014 16:00,60.84,NTRS
5/28/2014 16:00,55.45,JPM,,5/28/2014 16:00,64.83,STT,,5/28/2014 16:00,60.78,NTRS
5/29/2014 16:00,55.72,JPM,,5/29/2014 16:00,65.01,STT,,5/29/2014 16:00,60.49,NTRS
5/30/2014 16:00,55.57,JPM,,5/30/2014 16:00,65.27,STT,,5/30/2014 16:00,60.4,NTRS
6/2/2014 16:00,55.35,JPM,,6/2/2014 16:00,65.07,STT,,6/2/2014 16:00,60.83,NTRS
6/3/2014 16:00,55.6,JPM,,6/3/2014 16:00,65.79,STT,,6/3/2014 16:00,60.94,NTRS
6/4/2014 16:00,55.68,JPM,,6/4/2014 16:00,66.32,STT,,6/4/2014 16:00,61.29,NTRS
6/5/2014 16:00,56.63,JPM,,6/5/2014 16:00,66.43,STT,,6/5/2014 16:00,61.63,NTRS
6/6/2014 16:00,56.97,JPM,,6/6/2014 16:00,67,STT,,6/6/2014 16:00,62.21,NTRS
6/9/2014 16:00,57.42,JPM,,6/9/2014 16:00,67.21,STT,,6/9/2014 16:00,62.64,NTRS
6/10/2014 16:00,57.9,JPM,,6/10/2014 16:00,66.96,STT,,6/10/2014 16:00,62.69,NTRS
6/11/2014 16:00,57.27,JPM,,6/11/2014 16:00,66.48,STT,,6/11/2014 16:00,62.1,NTRS
6/12/2014 16:00,57.04,JPM,,6/12/2014 16:00,66.23,STT,,6/12/2014 16:00,62.2,NTRS
6/13/2014 16:00,57.04,JPM,,6/13/2014 16:00,66.26,STT,,6/13/2014 16:00,62.21,NTRS
6/16/2014 16:00,56.87,JPM,,6/16/2014 16:00,66.09,STT,,6/16/2014 16:00,62.25,NTRS
6/17/2014 16:00,57.42,JPM,,6/17/2014 16:00,67.73,STT,,6/17/2014 16:00,63.89,NTRS
6/18/2014 16:00,57.78,JPM,,6/18/2014 16:00,67.82,STT,,6/18/2014 16:00,64.39,NTRS
6/19/2014 16:00,57.3,JPM,,6/19/2014 16:00,67.22,STT,,6/19/2014 16:00,64.12,NTRS
6/20/2014 16:00,57.55,JPM,,6/20/2014 16:00,67.8,STT,,6/20/2014 16:00,64.29,NTRS
6/23/2014 16:00,58.19,JPM,,6/23/2014 16:00,68.03,STT,,6/23/2014 16:00,64.11,NTRS
6/24/2014 16:00,57.42,JPM,,6/24/2014 16:00,67.55,STT,,6/24/2014 16:00,63.88,NTRS
6/25/2014 16:00,57.53,JPM,,6/25/2014 16:00,68.03,STT,,6/25/2014 16:00,64.15,NTRS
6/26/2014 16:00,57.39,JPM,,6/26/2014 16:00,67.67,STT,,6/26/2014 16:00,64.07,NTRS
6/27/2014 16:00,57.53,JPM,,6/27/2014 16:00,66.82,STT,,6/27/2014 16:00,64.45,NTRS
6/30/2014 16:00,57.62,JPM,,6/30/2014 16:00,67.26,STT,,6/30/2014 16:00,64.21,NTRS
7/1/2014 16:00,57.57,JPM,,7/1/2014 16:00,67.66,STT,,7/1/2014 16:00,64.5,NTRS
7/2/2014 16:00,56.97,JPM,,7/2/2014 16:00,68.1,STT,,7/2/2014 16:00,64.06,NTRS
7/3/2014 16:00,57.05,JPM,,7/3/2014 16:00,68.84,STT,,7/3/2014 16:00,64.89,NTRS
7/7/2014 16:00,56.67,JPM,,7/7/2014 16:00,68.54,STT,,7/7/2014 16:00,64.8,NTRS
7/8/2014 16:00,55.76,JPM,,7/8/2014 16:00,67.79,STT,,7/8/2014 16:00,64.12,NTRS
7/9/2014 16:00,56.02,JPM,,7/9/2014 16:00,68.15,STT,,7/9/2014 16:00,64.02,NTRS
7/10/2014 16:00,55.56,JPM,,7/10/2014 16:00,67.7,STT,,7/10/2014 16:00,63.83,NTRS
7/11/2014 16:00,55.8,JPM,,7/11/2014 16:00,67.61,STT,,7/11/2014 16:00,64.41,NTRS
7/14/2014 16:00,56.29,JPM,,7/14/2014 16:00,68.58,STT,,7/14/2014 16:00,64.43,NTRS
7/15/2014 16:00,58.27,JPM,,7/15/2014 16:00,69.11,STT,,7/15/2014 16:00,64.48,NTRS
7/16/2014 16:00,58.71,JPM,,7/16/2014 16:00,69.42,STT,,7/16/2014 16:00,64.48,NTRS
7/17/2014 16:00,57.86,JPM,,7/17/2014 16:00,69.12,STT,,7/17/2014 16:00,64.34,NTRS
7/18/2014 16:00,58.23,JPM,,7/18/2014 16:00,69.9,STT,,7/18/2014 16:00,65.02,NTRS
7/21/2014 16:00,58.24,JPM,,7/21/2014 16:00,69.75,STT,,7/21/2014 16:00,65.49,NTRS
7/22/2014 16:00,58.67,JPM,,7/22/2014 16:00,70.07,STT,,7/22/2014 16:00,66.07,NTRS
7/23/2014 16:00,59,JPM,,7/23/2014 16:00,70.29,STT,,7/23/2014 16:00,66.39,NTRS
7/24/2014 16:00,59.17,JPM,,7/24/2014 16:00,71.56,STT,,7/24/2014 16:00,67.11,NTRS
7/25/2014 16:00,59.01,JPM,,7/25/2014 16:00,71.45,STT,,7/25/2014 16:00,67.13,NTRS
7/28/2014 16:00,59.19,JPM,,7/28/2014 16:00,71.25,STT,,7/28/2014 16:00,67.18,NTRS
7/29/2014 16:00,58.64,JPM,,7/29/2014 16:00,71.02,STT,,7/29/2014 16:00,67.11,NTRS
7/30/2014 16:00,58.91,JPM,,7/30/2014 16:00,71.86,STT,,7/30/2014 16:00,67.88,NTRS
7/31/2014 16:00,57.67,JPM,,7/31/2014 16:00,70.44,STT,,7/31/2014 16:00,66.89,NTRS
8/1/2014 16:00,56.48,JPM,,8/1/2014 16:00,69.96,STT,,8/1/2014 16:00,66.14,NTRS
8/4/2014 16:00,56.65,JPM,,8/4/2014 16:00,70.47,STT,,8/4/2014 16:00,66.5,NTRS
8/5/2014 16:00,56.06,JPM,,8/5/2014 16:00,69.62,STT,,8/5/2014 16:00,65.68,NTRS
8/6/2014 16:00,56.23,JPM,,8/6/2014 16:00,70.32,STT,,8/6/2014 16:00,65.9,NTRS
8/7/2014 16:00,55.91,JPM,,8/7/2014 16:00,69.69,STT,,8/7/2014 16:00,65.69,NTRS
8/8/2014 16:00,56.34,JPM,,8/8/2014 16:00,70.36,STT,,8/8/2014 16:00,66.13,NTRS
8/11/2014 16:00,56.32,JPM,,8/11/2014 16:00,70.3,STT,,8/11/2014 16:00,66.25,NTRS
8/12/2014 16:00,56.35,JPM,,8/12/2014 16:00,69.77,STT,,8/12/2014 16:00,66.44,NTRS
8/13/2014 16:00,56.72,JPM,,8/13/2014 16:00,69.99,STT,,8/13/2014 16:00,66.78,NTRS
8/14/2014 16:00,56.98,JPM,,8/14/2014 16:00,70.17,STT,,8/14/2014 16:00,66.98,NTRS
8/15/2014 16:00,56.75,JPM,,8/15/2014 16:00,69.63,STT,,8/15/2014 16:00,66.59,NTRS
8/18/2014 16:00,57.23,JPM,,8/18/2014 16:00,70.19,STT,,8/18/2014 16:00,67.15,NTRS
8/19/2014 16:00,57.56,JPM,,8/19/2014 16:00,70.2,STT,,8/19/2014 16:00,66.96,NTRS
8/20/2014 16:00,57.64,JPM,,8/20/2014 16:00,70.44,STT,,8/20/2014 16:00,67.23,NTRS
8/21/2014 16:00,58.5,JPM,,8/21/2014 16:00,70.77,STT,,8/21/2014 16:00,67.99,NTRS
8/22/2014 16:00,58.49,JPM,,8/22/2014 16:00,70.92,STT,,8/22/2014 16:00,68.26,NTRS
8/25/2014 16:00,59.34,JPM,,8/25/2014 16:00,71.75,STT,,8/25/2014 16:00,68.94,NTRS
8/26/2014 16:00,59.74,JPM,,8/26/2014 16:00,72.2,STT,,8/26/2014 16:00,68.94,NTRS
8/27/2014 16:00,59.59,JPM,,8/27/2014 16:00,71.61,STT,,8/27/2014 16:00,68.97,NTRS
8/28/2014 16:00,59.16,JPM,,8/28/2014 16:00,71.67,STT,,8/28/2014 16:00,68.8,NTRS
8/29/2014 16:00,59.45,JPM,,8/29/2014 16:00,72.03,STT,,8/29/2014 16:00,69.35,NTRS
9/2/2014 16:00,59.67,JPM,,9/2/2014 16:00,72.39,STT,,9/2/2014 16:00,69.49,NTRS
9/3/2014 16:00,59.7,JPM,,9/3/2014 16:00,72.31,STT,,9/3/2014 16:00,69.4,NTRS
9/4/2014 16:00,59.71,JPM,,9/4/2014 16:00,72.43,STT,,9/4/2014 16:00,69.07,NTRS
9/5/2014 16:00,59.91,JPM,,9/5/2014 16:00,72.66,STT,,9/5/2014 16:00,69.12,NTRS
9/8/2014 16:00,59.89,JPM,,9/8/2014 16:00,72.69,STT,,9/8/2014 16:00,68.62,NTRS
9/9/2014 16:00,59.06,JPM,,9/9/2014 16:00,71.55,STT,,9/9/2014 16:00,68.27,NTRS
9/10/2014 16:00,59.22,JPM,,9/10/2014 16:00,72.19,STT,,9/10/2014 16:00,68.85,NTRS
9/11/2014 16:00,59.76,JPM,,9/11/2014 16:00,72.92,STT,,9/11/2014 16:00,69.07,NTRS
9/12/2014 16:00,60.03,JPM,,9/12/2014 16:00,74.08,STT,,9/12/2014 16:00,69.55,NTRS
9/15/2014 16:00,59.94,JPM,,9/15/2014 16:00,74.3,STT,,9/15/2014 16:00,69.34,NTRS
9/16/2014 16:00,59.99,JPM,,9/16/2014 16:00,74.3,STT,,9/16/2014 16:00,69.18,NTRS
9/17/2014 16:00,60.31,JPM,,9/17/2014 16:00,74.81,STT,,9/17/2014 16:00,69.9,NTRS
9/18/2014 16:00,61.32,JPM,,9/18/2014 16:00,75.73,STT,,9/18/2014 16:00,70.33,NTRS
9/19/2014 16:00,61.11,JPM,,9/19/2014 16:00,74.84,STT,,9/19/2014 16:00,69.63,NTRS
9/22/2014 16:00,60.91,JPM,,9/22/2014 16:00,74.47,STT,,9/22/2014 16:00,69.53,NTRS
9/23/2014 16:00,60.94,JPM,,9/23/2014 16:00,73.94,STT,,9/23/2014 16:00,69.05,NTRS
9/24/2014 16:00,61.63,JPM,,9/24/2014 16:00,74.94,STT,,9/24/2014 16:00,69.21,NTRS
9/25/2014 16:00,60.15,JPM,,9/25/2014 16:00,73.86,STT,,9/25/2014 16:00,68.08,NTRS
9/26/2014 16:00,60.56,JPM,,9/26/2014 16:00,74.31,STT,,9/26/2014 16:00,68.65,NTRS
9/29/2014 16:00,60.33,JPM,,9/29/2014 16:00,73.61,STT,,9/29/2014 16:00,68.23,NTRS
9/30/2014 16:00,60.24,JPM,,9/30/2014 16:00,73.61,STT,,9/30/2014 16:00,68.03,NTRS
10/1/2014 16:00,59.77,JPM,,10/1/2014 16:00,72.5,STT,,10/1/2014 16:00,67.26,NTRS
10/2/2014 16:00,58.84,JPM,,10/2/2014 16:00,72.66,STT,,10/2/2014 16:00,67.37,NTRS
10/3/2014 16:00,60.3,JPM,,10/3/2014 16:00,73.59,STT,,10/3/2014 16:00,68.12,NTRS
10/6/2014 16:00,60.18,JPM,,10/6/2014 16:00,73.51,STT,,10/6/2014 16:00,68.22,NTRS
10/7/2014 16:00,59.27,JPM,,10/7/2014 16:00,71.27,STT,,10/7/2014 16:00,66.66,NTRS
10/8/2014 16:00,60.4,JPM,,10/8/2014 16:00,71.93,STT,,10/8/2014 16:00,67.38,NTRS
10/9/2014 16:00,59.08,JPM,,10/9/2014 16:00,69.11,STT,,10/9/2014 16:00,65.44,NTRS
10/10/2014 16:00,58.52,JPM,,10/10/2014 16:00,68.04,STT,,10/10/2014 16:00,64.55,NTRS
10/13/2014 16:00,58.16,JPM,,10/13/2014 16:00,66.9,STT,,10/13/2014 16:00,63.8,NTRS
10/14/2014 16:00,57.99,JPM,,10/14/2014 16:00,67.23,STT,,10/14/2014 16:00,63.79,NTRS
10/15/2014 16:00,55.53,JPM,,10/15/2014 16:00,65.81,STT,,10/15/2014 16:00,62.59,NTRS
10/16/2014 16:00,55.08,JPM,,10/16/2014 16:00,66.19,STT,,10/16/2014 16:00,62.76,NTRS
10/17/2014 16:00,56.2,JPM,,10/17/2014 16:00,67.38,STT,,10/17/2014 16:00,63.3,NTRS
10/20/2014 16:00,56.63,JPM,,10/20/2014 16:00,67.42,STT,,10/20/2014 16:00,63.61,NTRS
10/21/2014 16:00,57.93,JPM,,10/21/2014 16:00,68.97,STT,,10/21/2014 16:00,65.47,NTRS
10/22/2014 16:00,57.45,JPM,,10/22/2014 16:00,67.9,STT,,10/22/2014 16:00,61.9,NTRS
10/23/2014 16:00,58.06,JPM,,10/23/2014 16:00,68.94,STT,,10/23/2014 16:00,62.86,NTRS
