Date,Close,Stock,,Date,Close,Stock,,Date,Close,Stock
12/10/2012 16:00,42.31,JPM,,12/10/2012 16:00,44.94,STT,,12/10/2012 16:00,47.73,NTRS
12/11/2012 16:00,42.64,JPM,,12/11/2012 16:00,45.35,STT,,12/11/2012 16:00,47.95,NTRS
12/12/2012 16:00,42.77,JPM,,12/12/2012 16:00,45.41,STT,,12/12/2012 16:00,47.72,NTRS
12/13/2012 16:00,42.78,JPM,,12/13/2012 16:00,45.35,STT,,12/13/2012 16:00,47.55,NTRS
12/14/2012 16:00,42.81,JPM,,12/14/2012 16:00,45.45,STT,,12/14/2012 16:00,47.12,NTRS
12/17/2012 16:00,43.48,JPM,,12/17/2012 16:00,46.43,STT,,12/17/2012 16:00,48.7,NTRS
12/18/2012 16:00,43.87,JPM,,12/18/2012 16:00,46.97,STT,,12/18/2012 16:00,49.49,NTRS
12/19/2012 16:00,43.53,JPM,,12/19/2012 16:00,46.5,STT,,12/19/2012 16:00,49.6,NTRS
12/20/2012 16:00,44.53,JPM,,12/20/2012 16:00,46.55,STT,,12/20/2012 16:00,50.21,NTRS
12/21/2012 16:00,44,JPM,,12/21/2012 16:00,46.41,STT,,12/21/2012 16:00,50.16,NTRS
12/24/2012 16:00,43.92,JPM,,12/24/2012 16:00,46.38,STT,,12/24/2012 16:00,50.17,NTRS
12/26/2012 16:00,43.96,JPM,,12/26/2012 16:00,46.47,STT,,12/26/2012 16:00,49.9,NTRS
12/27/2012 16:00,43.63,JPM,,12/27/2012 16:00,46.32,STT,,12/27/2012 16:00,49.94,NTRS
12/28/2012 16:00,43.24,JPM,,12/28/2012 16:00,46.05,STT,,12/28/2012 16:00,49.95,NTRS
12/31/2012 16:00,43.97,JPM,,12/31/2012 16:00,47.01,STT,,12/31/2012 16:00,50.16,NTRS
1/2/2013 16:00,44.66,JPM,,1/2/2013 16:00,48.32,STT,,1/2/2013 16:00,51.81,NTRS
1/3/2013 16:00,44.57,JPM,,1/3/2013 16:00,48.06,STT,,1/3/2013 16:00,51.79,NTRS
1/4/2013 16:00,45.36,JPM,,1/4/2013 16:00,49.39,STT,,1/4/2013 16:00,53.42,NTRS
1/7/2013 16:00,45.41,JPM,,1/7/2013 16:00,49.44,STT,,1/7/2013 16:00,53.09,NTRS
1/8/2013 16:00,45.5,JPM,,1/8/2013 16:00,49.11,STT,,1/8/2013 16:00,52.14,NTRS
1/9/2013 16:00,45.47,JPM,,1/9/2013 16:00,49.51,STT,,1/9/2013 16:00,52.15,NTRS
1/10/2013 16:00,46.15,JPM,,1/10/2013 16:00,50.25,STT,,1/10/2013 16:00,52.41,NTRS
1/11/2013 16:00,46.14,JPM,,1/11/2013 16:00,50.58,STT,,1/11/2013 16:00,52.57,NTRS
1/14/2013 16:00,45.88,JPM,,1/14/2013 16:00,51.01,STT,,1/14/2013 16:00,52.52,NTRS
1/15/2013 16:00,46.35,JPM,,1/15/2013 16:00,50.8,STT,,1/15/2013 16:00,52.81,NTRS
1/16/2013 16:00,46.82,JPM,,1/16/2013 16:00,49.85,STT,,1/16/2013 16:00,49.78,NTRS
1/17/2013 16:00,46.44,JPM,,1/17/2013 16:00,50.38,STT,,1/17/2013 16:00,50.05,NTRS
1/18/2013 16:00,46.46,JPM,,1/18/2013 16:00,53.36,STT,,1/18/2013 16:00,50.25,NTRS
1/22/2013 16:00,46.54,JPM,,1/22/2013 16:00,55.25,STT,,1/22/2013 16:00,50.66,NTRS
1/23/2013 16:00,46.23,JPM,,1/23/2013 16:00,55.33,STT,,1/23/2013 16:00,50.57,NTRS
1/24/2013 16:00,46.37,JPM,,1/24/2013 16:00,55.52,STT,,1/24/2013 16:00,50.88,NTRS
1/25/2013 16:00,47.16,JPM,,1/25/2013 16:00,56.45,STT,,1/25/2013 16:00,51.32,NTRS
1/28/2013 16:00,46.64,JPM,,1/28/2013 16:00,56.39,STT,,1/28/2013 16:00,51.54,NTRS
1/29/2013 16:00,47.12,JPM,,1/29/2013 16:00,56.04,STT,,1/29/2013 16:00,51.77,NTRS
1/30/2013 16:00,47.13,JPM,,1/30/2013 16:00,55.92,STT,,1/30/2013 16:00,51.97,NTRS
1/31/2013 16:00,47.05,JPM,,1/31/2013 16:00,55.65,STT,,1/31/2013 16:00,51.48,NTRS
2/1/2013 16:00,47.85,JPM,,2/1/2013 16:00,56.36,STT,,2/1/2013 16:00,52.05,NTRS
2/4/2013 16:00,47.68,JPM,,2/4/2013 16:00,55.94,STT,,2/4/2013 16:00,51.28,NTRS
2/5/2013 16:00,48.79,JPM,,2/5/2013 16:00,56.17,STT,,2/5/2013 16:00,51.74,NTRS
2/6/2013 16:00,48.61,JPM,,2/6/2013 16:00,56.38,STT,,2/6/2013 16:00,52.39,NTRS
2/7/2013 16:00,48.23,JPM,,2/7/2013 16:00,56.23,STT,,2/7/2013 16:00,52.58,NTRS
2/8/2013 16:00,48.63,JPM,,2/8/2013 16:00,56.55,STT,,2/8/2013 16:00,52.7,NTRS
2/11/2013 16:00,48.66,JPM,,2/11/2013 16:00,56.6,STT,,2/11/2013 16:00,52.69,NTRS
2/12/2013 16:00,49.14,JPM,,2/12/2013 16:00,56.93,STT,,2/12/2013 16:00,52.93,NTRS
2/13/2013 16:00,48.68,JPM,,2/13/2013 16:00,57.07,STT,,2/13/2013 16:00,53.22,NTRS
2/14/2013 16:00,49.22,JPM,,2/14/2013 16:00,57.2,STT,,2/14/2013 16:00,53.09,NTRS
2/15/2013 16:00,48.88,JPM,,2/15/2013 16:00,57.24,STT,,2/15/2013 16:00,53.47,NTRS
2/19/2013 16:00,49.45,JPM,,2/19/2013 16:00,57.54,STT,,2/19/2013 16:00,53.91,NTRS
2/20/2013 16:00,48.61,JPM,,2/20/2013 16:00,56.73,STT,,2/20/2013 16:00,53.26,NTRS
2/21/2013 16:00,48.25,JPM,,2/21/2013 16:00,56.09,STT,,2/21/2013 16:00,52.52,NTRS
2/22/2013 16:00,48.91,JPM,,2/22/2013 16:00,57.19,STT,,2/22/2013 16:00,53.23,NTRS
2/25/2013 16:00,47.7,JPM,,2/25/2013 16:00,56.2,STT,,2/25/2013 16:00,52.18,NTRS
2/26/2013 16:00,47.6,JPM,,2/26/2013 16:00,56.9,STT,,2/26/2013 16:00,52.48,NTRS
2/27/2013 16:00,49.28,JPM,,2/27/2013 16:00,56.97,STT,,2/27/2013 16:00,53.29,NTRS
2/28/2013 16:00,48.92,JPM,,2/28/2013 16:00,56.59,STT,,2/28/2013 16:00,53.19,NTRS
3/1/2013 16:00,48.91,JPM,,3/1/2013 16:00,56.31,STT,,3/1/2013 16:00,53.28,NTRS
3/4/2013 16:00,49.1,JPM,,3/4/2013 16:00,57.1,STT,,3/4/2013 16:00,53.84,NTRS
3/5/2013 16:00,49.49,JPM,,3/5/2013 16:00,57.5,STT,,3/5/2013 16:00,54.37,NTRS
3/6/2013 16:00,50.03,JPM,,3/6/2013 16:00,58.66,STT,,3/6/2013 16:00,54.05,NTRS
3/7/2013 16:00,50.63,JPM,,3/7/2013 16:00,58.66,STT,,3/7/2013 16:00,54.41,NTRS
3/8/2013 16:00,50.2,JPM,,3/8/2013 16:00,59.2,STT,,3/8/2013 16:00,54.93,NTRS
3/11/2013 16:00,50.48,JPM,,3/11/2013 16:00,59.38,STT,,3/11/2013 16:00,55.1,NTRS
3/12/2013 16:00,50.28,JPM,,3/12/2013 16:00,59.13,STT,,3/12/2013 16:00,54.79,NTRS
3/13/2013 16:00,50.16,JPM,,3/13/2013 16:00,59.81,STT,,3/13/2013 16:00,54.85,NTRS
3/14/2013 16:00,51,JPM,,3/14/2013 16:00,59.95,STT,,3/14/2013 16:00,55.19,NTRS
3/15/2013 16:00,50.02,JPM,,3/15/2013 16:00,60.03,STT,,3/15/2013 16:00,54.55,NTRS
3/18/2013 16:00,49.51,JPM,,3/18/2013 16:00,59.31,STT,,3/18/2013 16:00,54.25,NTRS
3/19/2013 16:00,49.2,JPM,,3/19/2013 16:00,59.26,STT,,3/19/2013 16:00,53.99,NTRS
3/20/2013 16:00,49.12,JPM,,3/20/2013 16:00,60.53,STT,,3/20/2013 16:00,54.55,NTRS
3/21/2013 16:00,48.35,JPM,,3/21/2013 16:00,59,STT,,3/21/2013 16:00,53.81,NTRS
3/22/2013 16:00,48.78,JPM,,3/22/2013 16:00,59.77,STT,,3/22/2013 16:00,54.77,NTRS
3/25/2013 16:00,48.52,JPM,,3/25/2013 16:00,59.32,STT,,3/25/2013 16:00,54.42,NTRS
3/26/2013 16:00,48.64,JPM,,3/26/2013 16:00,59.76,STT,,3/26/2013 16:00,54.86,NTRS
3/27/2013 16:00,47.77,JPM,,3/27/2013 16:00,59.41,STT,,3/27/2013 16:00,54.65,NTRS
3/28/2013 16:00,47.46,JPM,,3/28/2013 16:00,59.09,STT,,3/28/2013 16:00,54.56,NTRS
4/1/2013 16:00,47.83,JPM,,4/1/2013 16:00,58.23,STT,,4/1/2013 16:00,54.38,NTRS
4/2/2013 16:00,48.28,JPM,,4/2/2013 16:00,58.71,STT,,4/2/2013 16:00,54.78,NTRS
4/3/2013 16:00,46.85,JPM,,4/3/2013 16:00,56.91,STT,,4/3/2013 16:00,54.24,NTRS
4/4/2013 16:00,47.49,JPM,,4/4/2013 16:00,57.17,STT,,4/4/2013 16:00,54.34,NTRS
4/5/2013 16:00,47.91,JPM,,4/5/2013 16:00,57.57,STT,,4/5/2013 16:00,53.76,NTRS
4/8/2013 16:00,48.58,JPM,,4/8/2013 16:00,57.96,STT,,4/8/2013 16:00,54.58,NTRS
4/9/2013 16:00,48.68,JPM,,4/9/2013 16:00,58.48,STT,,4/9/2013 16:00,54.75,NTRS
4/10/2013 16:00,49.25,JPM,,4/10/2013 16:00,59.94,STT,,4/10/2013 16:00,55.63,NTRS
4/11/2013 16:00,49.31,JPM,,4/11/2013 16:00,60.48,STT,,4/11/2013 16:00,56.09,NTRS
4/12/2013 16:00,49.01,JPM,,4/12/2013 16:00,59.75,STT,,4/12/2013 16:00,55.64,NTRS
4/15/2013 16:00,47.93,JPM,,4/15/2013 16:00,57.66,STT,,4/15/2013 16:00,53.81,NTRS
4/16/2013 16:00,48.49,JPM,,4/16/2013 16:00,58.31,STT,,4/16/2013 16:00,53.4,NTRS
4/17/2013 16:00,46.79,JPM,,4/17/2013 16:00,57.29,STT,,4/17/2013 16:00,52.73,NTRS
4/18/2013 16:00,46.64,JPM,,4/18/2013 16:00,56.51,STT,,4/18/2013 16:00,51.99,NTRS
4/19/2013 16:00,47.23,JPM,,4/19/2013 16:00,56.93,STT,,4/19/2013 16:00,52.5,NTRS
4/22/2013 16:00,47.35,JPM,,4/22/2013 16:00,57.25,STT,,4/22/2013 16:00,52.35,NTRS
4/23/2013 16:00,48.17,JPM,,4/23/2013 16:00,58.26,STT,,4/23/2013 16:00,52.86,NTRS
4/24/2013 16:00,48.72,JPM,,4/24/2013 16:00,58.27,STT,,4/24/2013 16:00,52.91,NTRS
4/25/2013 16:00,49,JPM,,4/25/2013 16:00,58.3,STT,,4/25/2013 16:00,53.12,NTRS
4/26/2013 16:00,48.88,JPM,,4/26/2013 16:00,57.86,STT,,4/26/2013 16:00,52.89,NTRS
4/29/2013 16:00,48.92,JPM,,4/29/2013 16:00,58.15,STT,,4/29/2013 16:00,53.34,NTRS
4/30/2013 16:00,49.01,JPM,,4/30/2013 16:00,58.47,STT,,4/30/2013 16:00,53.92,NTRS
5/1/2013 16:00,48.01,JPM,,5/1/2013 16:00,57.47,STT,,5/1/2013 16:00,53.18,NTRS
5/2/2013 16:00,48.08,JPM,,5/2/2013 16:00,57.6,STT,,5/2/2013 16:00,53.21,NTRS
5/3/2013 16:00,47.57,JPM,,5/3/2013 16:00,59.45,STT,,5/3/2013 16:00,53.6,NTRS
5/6/2013 16:00,48.18,JPM,,5/6/2013 16:00,59.53,STT,,5/6/2013 16:00,53.84,NTRS
5/7/2013 16:00,49.14,JPM,,5/7/2013 16:00,59.68,STT,,5/7/2013 16:00,54.2,NTRS
5/8/2013 16:00,49.76,JPM,,5/8/2013 16:00,60.56,STT,,5/8/2013 16:00,54.38,NTRS
5/9/2013 16:00,49.04,JPM,,5/9/2013 16:00,60.22,STT,,5/9/2013 16:00,54.54,NTRS
5/10/2013 16:00,48.96,JPM,,5/10/2013 16:00,60.33,STT,,5/10/2013 16:00,54.43,NTRS
5/13/2013 16:00,49.67,JPM,,5/13/2013 16:00,61.67,STT,,5/13/2013 16:00,55.11,NTRS
5/14/2013 16:00,50.23,JPM,,5/14/2013 16:00,63.59,STT,,5/14/2013 16:00,56.67,NTRS
5/15/2013 16:00,51.09,JPM,,5/15/2013 16:00,63.61,STT,,5/15/2013 16:00,57.06,NTRS
5/16/2013 16:00,50.97,JPM,,5/16/2013 16:00,63.81,STT,,5/16/2013 16:00,57.18,NTRS
5/17/2013 16:00,52.3,JPM,,5/17/2013 16:00,65.16,STT,,5/17/2013 16:00,58.27,NTRS
5/20/2013 16:00,52.29,JPM,,5/20/2013 16:00,65.19,STT,,5/20/2013 16:00,58.23,NTRS
5/21/2013 16:00,53.02,JPM,,5/21/2013 16:00,65.09,STT,,5/21/2013 16:00,57.96,NTRS
5/22/2013 16:00,53.63,JPM,,5/22/2013 16:00,65.16,STT,,5/22/2013 16:00,57.6,NTRS
5/23/2013 16:00,53.35,JPM,,5/23/2013 16:00,64.6,STT,,5/23/2013 16:00,57.11,NTRS
5/24/2013 16:00,53.66,JPM,,5/24/2013 16:00,64.49,STT,,5/24/2013 16:00,57.31,NTRS
5/28/2013 16:00,54.6,JPM,,5/28/2013 16:00,67.15,STT,,5/28/2013 16:00,58.84,NTRS
5/29/2013 16:00,54.67,JPM,,5/29/2013 16:00,66.85,STT,,5/29/2013 16:00,58.57,NTRS
5/30/2013 16:00,55.62,JPM,,5/30/2013 16:00,67.19,STT,,5/30/2013 16:00,58.84,NTRS
5/31/2013 16:00,54.59,JPM,,5/31/2013 16:00,66.18,STT,,5/31/2013 16:00,58.15,NTRS
6/3/2013 16:00,54.49,JPM,,6/3/2013 16:00,66.31,STT,,6/3/2013 16:00,58.38,NTRS
6/4/2013 16:00,54.04,JPM,,6/4/2013 16:00,66.15,STT,,6/4/2013 16:00,57.81,NTRS
6/5/2013 16:00,53.03,JPM,,6/5/2013 16:00,64.88,STT,,6/5/2013 16:00,56.69,NTRS
6/6/2013 16:00,53.5,JPM,,6/6/2013 16:00,65.53,STT,,6/6/2013 16:00,57.45,NTRS
6/7/2013 16:00,54.27,JPM,,6/7/2013 16:00,67.44,STT,,6/7/2013 16:00,58.23,NTRS
6/10/2013 16:00,54.36,JPM,,6/10/2013 16:00,67.36,STT,,6/10/2013 16:00,58.63,NTRS
6/11/2013 16:00,53.49,JPM,,6/11/2013 16:00,66.12,STT,,6/11/2013 16:00,57.49,NTRS
6/12/2013 16:00,53.18,JPM,,6/12/2013 16:00,64.91,STT,,6/12/2013 16:00,56.8,NTRS
6/13/2013 16:00,54.17,JPM,,6/13/2013 16:00,66.41,STT,,6/13/2013 16:00,57.66,NTRS
6/14/2013 16:00,53.13,JPM,,6/14/2013 16:00,66.06,STT,,6/14/2013 16:00,57.12,NTRS
6/17/2013 16:00,53.85,JPM,,6/17/2013 16:00,66.85,STT,,6/17/2013 16:00,58.05,NTRS
6/18/2013 16:00,54.11,JPM,,6/18/2013 16:00,67.32,STT,,6/18/2013 16:00,58.36,NTRS
6/19/2013 16:00,53.55,JPM,,6/19/2013 16:00,66.68,STT,,6/19/2013 16:00,57.9,NTRS
6/20/2013 16:00,52.48,JPM,,6/20/2013 16:00,65.97,STT,,6/20/2013 16:00,58.11,NTRS
6/21/2013 16:00,51.96,JPM,,6/21/2013 16:00,64.95,STT,,6/21/2013 16:00,57.99,NTRS
6/24/2013 16:00,50.92,JPM,,6/24/2013 16:00,64.09,STT,,6/24/2013 16:00,57.08,NTRS
6/25/2013 16:00,52.08,JPM,,6/25/2013 16:00,64.84,STT,,6/25/2013 16:00,57.15,NTRS
6/26/2013 16:00,52.5,JPM,,6/26/2013 16:00,64.99,STT,,6/26/2013 16:00,57.3,NTRS
6/27/2013 16:00,53.15,JPM,,6/27/2013 16:00,65.55,STT,,6/27/2013 16:00,58.31,NTRS
6/28/2013 16:00,52.79,JPM,,6/28/2013 16:00,65.21,STT,,6/28/2013 16:00,57.9,NTRS
7/1/2013 16:00,52.49,JPM,,7/1/2013 16:00,65.76,STT,,7/1/2013 16:00,58.76,NTRS
7/2/2013 16:00,52.8,JPM,,7/2/2013 16:00,65.87,STT,,7/2/2013 16:00,58.63,NTRS
7/3/2013 16:00,52.77,JPM,,7/3/2013 16:00,65.81,STT,,7/3/2013 16:00,58.83,NTRS
7/5/2013 16:00,53.99,JPM,,7/5/2013 16:00,67.76,STT,,7/5/2013 16:00,60.34,NTRS
7/8/2013 16:00,54.7,JPM,,7/8/2013 16:00,67.81,STT,,7/8/2013 16:00,60.6,NTRS
7/9/2013 16:00,54.89,JPM,,7/9/2013 16:00,68.83,STT,,7/9/2013 16:00,61.13,NTRS
7/10/2013 16:00,54.83,JPM,,7/10/2013 16:00,68.58,STT,,7/10/2013 16:00,61.16,NTRS
7/11/2013 16:00,55.14,JPM,,7/11/2013 16:00,68.5,STT,,7/11/2013 16:00,60.89,NTRS
7/12/2013 16:00,54.97,JPM,,7/12/2013 16:00,68.95,STT,,7/12/2013 16:00,61.51,NTRS
7/15/2013 16:00,54.89,JPM,,7/15/2013 16:00,69.25,STT,,7/15/2013 16:00,61.73,NTRS
7/16/2013 16:00,55.01,JPM,,7/16/2013 16:00,68.69,STT,,7/16/2013 16:00,60.75,NTRS
7/17/2013 16:00,55.27,JPM,,7/17/2013 16:00,69.4,STT,,7/17/2013 16:00,59.41,NTRS
7/18/2013 16:00,56.37,JPM,,7/18/2013 16:00,70.1,STT,,7/18/2013 16:00,59.13,NTRS
7/19/2013 16:00,56.16,JPM,,7/19/2013 16:00,69.28,STT,,7/19/2013 16:00,59.14,NTRS
7/22/2013 16:00,56.56,JPM,,7/22/2013 16:00,70.02,STT,,7/22/2013 16:00,59.42,NTRS
7/23/2013 16:00,56.67,JPM,,7/23/2013 16:00,71.2,STT,,7/23/2013 16:00,60.11,NTRS
7/24/2013 16:00,56.63,JPM,,7/24/2013 16:00,69.67,STT,,7/24/2013 16:00,59.11,NTRS
7/25/2013 16:00,56.5,JPM,,7/25/2013 16:00,69.35,STT,,7/25/2013 16:00,59.15,NTRS
7/26/2013 16:00,56.05,JPM,,7/26/2013 16:00,68.95,STT,,7/26/2013 16:00,58.96,NTRS
7/29/2013 16:00,55.69,JPM,,7/29/2013 16:00,68.53,STT,,7/29/2013 16:00,58.39,NTRS
7/30/2013 16:00,55.33,JPM,,7/30/2013 16:00,68.64,STT,,7/30/2013 16:00,58.29,NTRS
7/31/2013 16:00,55.73,JPM,,7/31/2013 16:00,69.67,STT,,7/31/2013 16:00,58.54,NTRS
8/1/2013 16:00,56.54,JPM,,8/1/2013 16:00,70.7,STT,,8/1/2013 16:00,59.51,NTRS
8/2/2013 16:00,56.49,JPM,,8/2/2013 16:00,70.57,STT,,8/2/2013 16:00,59.21,NTRS
8/5/2013 16:00,56.1,JPM,,8/5/2013 16:00,70.35,STT,,8/5/2013 16:00,58.5,NTRS
8/6/2013 16:00,55.49,JPM,,8/6/2013 16:00,70.65,STT,,8/6/2013 16:00,58.34,NTRS
8/7/2013 16:00,55.3,JPM,,8/7/2013 16:00,69.34,STT,,8/7/2013 16:00,57.64,NTRS
8/8/2013 16:00,54.83,JPM,,8/8/2013 16:00,69.51,STT,,8/8/2013 16:00,57.68,NTRS
8/9/2013 16:00,54.52,JPM,,8/9/2013 16:00,69.32,STT,,8/9/2013 16:00,57.86,NTRS
8/12/2013 16:00,54.09,JPM,,8/12/2013 16:00,68.55,STT,,8/12/2013 16:00,57.06,NTRS
8/13/2013 16:00,54.29,JPM,,8/13/2013 16:00,69.23,STT,,8/13/2013 16:00,57.57,NTRS
8/14/2013 16:00,54.15,JPM,,8/14/2013 16:00,69.26,STT,,8/14/2013 16:00,57.32,NTRS
8/15/2013 16:00,53.29,JPM,,8/15/2013 16:00,67.8,STT,,8/15/2013 16:00,56.6,NTRS
8/16/2013 16:00,53.29,JPM,,8/16/2013 16:00,67.85,STT,,8/16/2013 16:00,56.62,NTRS
8/19/2013 16:00,51.83,JPM,,8/19/2013 16:00,67.42,STT,,8/19/2013 16:00,56.04,NTRS
8/20/2013 16:00,52.12,JPM,,8/20/2013 16:00,68.26,STT,,8/20/2013 16:00,56.5,NTRS
8/21/2013 16:00,51.63,JPM,,8/21/2013 16:00,68.21,STT,,8/21/2013 16:00,56.04,NTRS
8/22/2013 16:00,52.21,JPM,,8/22/2013 16:00,69.73,STT,,8/22/2013 16:00,57.06,NTRS
8/23/2013 16:00,52.32,JPM,,8/23/2013 16:00,69.67,STT,,8/23/2013 16:00,57.03,NTRS
8/26/2013 16:00,51.8,JPM,,8/26/2013 16:00,69.52,STT,,8/26/2013 16:00,56.37,NTRS
8/27/2013 16:00,50.6,JPM,,8/27/2013 16:00,66.87,STT,,8/27/2013 16:00,54.77,NTRS
8/28/2013 16:00,50.58,JPM,,8/28/2013 16:00,66.79,STT,,8/28/2013 16:00,54.99,NTRS
8/29/2013 16:00,50.7,JPM,,8/29/2013 16:00,67.2,STT,,8/29/2013 16:00,55.1,NTRS
8/30/2013 16:00,50.53,JPM,,8/30/2013 16:00,66.72,STT,,8/30/2013 16:00,54.87,NTRS
9/3/2013 16:00,51.13,JPM,,9/3/2013 16:00,67.56,STT,,9/3/2013 16:00,55.2,NTRS
9/4/2013 16:00,51.87,JPM,,9/4/2013 16:00,68.26,STT,,9/4/2013 16:00,55.5,NTRS
9/5/2013 16:00,52.11,JPM,,9/5/2013 16:00,68.31,STT,,9/5/2013 16:00,55.47,NTRS
9/6/2013 16:00,52.56,JPM,,9/6/2013 16:00,67.63,STT,,9/6/2013 16:00,55.47,NTRS
9/9/2013 16:00,52.86,JPM,,9/9/2013 16:00,68.11,STT,,9/9/2013 16:00,55.6,NTRS
9/10/2013 16:00,53.67,JPM,,9/10/2013 16:00,68.65,STT,,9/10/2013 16:00,56.02,NTRS
9/11/2013 16:00,53.26,JPM,,9/11/2013 16:00,68.29,STT,,9/11/2013 16:00,55.41,NTRS
9/12/2013 16:00,52.24,JPM,,9/12/2013 16:00,67.8,STT,,9/12/2013 16:00,55.01,NTRS
9/13/2013 16:00,52.59,JPM,,9/13/2013 16:00,68.05,STT,,9/13/2013 16:00,54.81,NTRS
9/16/2013 16:00,53.14,JPM,,9/16/2013 16:00,68.83,STT,,9/16/2013 16:00,55.3,NTRS
9/17/2013 16:00,53.09,JPM,,9/17/2013 16:00,69.1,STT,,9/17/2013 16:00,55.61,NTRS
9/18/2013 16:00,53.41,JPM,,9/18/2013 16:00,69.03,STT,,9/18/2013 16:00,56.01,NTRS
9/19/2013 16:00,52.75,JPM,,9/19/2013 16:00,68.63,STT,,9/19/2013 16:00,56.02,NTRS
9/20/2013 16:00,52.8,JPM,,9/20/2013 16:00,67.64,STT,,9/20/2013 16:00,55.64,NTRS
9/23/2013 16:00,51.46,JPM,,9/23/2013 16:00,66.59,STT,,9/23/2013 16:00,55.21,NTRS
9/24/2013 16:00,50.32,JPM,,9/24/2013 16:00,66.49,STT,,9/24/2013 16:00,55.09,NTRS
9/25/2013 16:00,51.7,JPM,,9/25/2013 16:00,66.73,STT,,9/25/2013 16:00,55.52,NTRS
9/26/2013 16:00,51.89,JPM,,9/26/2013 16:00,66.97,STT,,9/26/2013 16:00,55.29,NTRS
9/27/2013 16:00,52.24,JPM,,9/27/2013 16:00,66.21,STT,,9/27/2013 16:00,54.78,NTRS
9/30/2013 16:00,51.69,JPM,,9/30/2013 16:00,65.75,STT,,9/30/2013 16:00,54.38,NTRS
10/1/2013 16:00,51.96,JPM,,10/1/2013 16:00,66.7,STT,,10/1/2013 16:00,54.73,NTRS
10/2/2013 16:00,52.09,JPM,,10/2/2013 16:00,65.94,STT,,10/2/2013 16:00,53.68,NTRS
10/3/2013 16:00,51.94,JPM,,10/3/2013 16:00,65.75,STT,,10/3/2013 16:00,53.15,NTRS
10/4/2013 16:00,52.67,JPM,,10/4/2013 16:00,66.42,STT,,10/4/2013 16:00,53.63,NTRS
10/7/2013 16:00,51.83,JPM,,10/7/2013 16:00,65.95,STT,,10/7/2013 16:00,53.13,NTRS
10/8/2013 16:00,50.87,JPM,,10/8/2013 16:00,64.71,STT,,10/8/2013 16:00,52.41,NTRS
10/9/2013 16:00,50.75,JPM,,10/9/2013 16:00,64.78,STT,,10/9/2013 16:00,52.99,NTRS
10/10/2013 16:00,52.52,JPM,,10/10/2013 16:00,67.11,STT,,10/10/2013 16:00,54.73,NTRS
10/11/2013 16:00,52.51,JPM,,10/11/2013 16:00,67.22,STT,,10/11/2013 16:00,54.79,NTRS
10/14/2013 16:00,52.71,JPM,,10/14/2013 16:00,67.27,STT,,10/14/2013 16:00,55.25,NTRS
10/15/2013 16:00,52.31,JPM,,10/15/2013 16:00,67.03,STT,,10/15/2013 16:00,54.48,NTRS
10/16/2013 16:00,54,JPM,,10/16/2013 16:00,68.53,STT,,10/16/2013 16:00,55.04,NTRS
10/17/2013 16:00,54.21,JPM,,10/17/2013 16:00,69.52,STT,,10/17/2013 16:00,56.51,NTRS
10/18/2013 16:00,54.3,JPM,,10/18/2013 16:00,69.77,STT,,10/18/2013 16:00,56.52,NTRS
10/21/2013 16:00,54.27,JPM,,10/21/2013 16:00,69.81,STT,,10/21/2013 16:00,56.36,NTRS
10/22/2013 16:00,53.62,JPM,,10/22/2013 16:00,67.54,STT,,10/22/2013 16:00,55.96,NTRS
10/23/2013 16:00,52.75,JPM,,10/23/2013 16:00,67.64,STT,,10/23/2013 16:00,55.53,NTRS
10/24/2013 16:00,52.48,JPM,,10/24/2013 16:00,67.94,STT,,10/24/2013 16:00,56.01,NTRS
10/25/2013 16:00,52.77,JPM,,10/25/2013 16:00,68.74,STT,,10/25/2013 16:00,56.4,NTRS
10/28/2013 16:00,52.68,JPM,,10/28/2013 16:00,68.58,STT,,10/28/2013 16:00,56.85,NTRS
10/29/2013 16:00,52.73,JPM,,10/29/2013 16:00,70.26,STT,,10/29/2013 16:00,57.18,NTRS
10/30/2013 16:00,52.6,JPM,,10/30/2013 16:00,70.23,STT,,10/30/2013 16:00,57.1,NTRS
10/31/2013 16:00,51.54,JPM,,10/31/2013 16:00,70.07,STT,,10/31/2013 16:00,56.42,NTRS
11/1/2013 16:00,52.51,JPM,,11/1/2013 16:00,70.35,STT,,11/1/2013 16:00,56.58,NTRS
11/4/2013 16:00,52.04,JPM,,11/4/2013 16:00,70.92,STT,,11/4/2013 16:00,56.65,NTRS
11/5/2013 16:00,51.95,JPM,,11/5/2013 16:00,70.8,STT,,11/5/2013 16:00,57.14,NTRS
11/6/2013 16:00,52.1,JPM,,11/6/2013 16:00,71.18,STT,,11/6/2013 16:00,57.18,NTRS
11/7/2013 16:00,51.65,JPM,,11/7/2013 16:00,69.85,STT,,11/7/2013 16:00,56.23,NTRS
11/8/2013 16:00,53.96,JPM,,11/8/2013 16:00,71.86,STT,,11/8/2013 16:00,58.4,NTRS
11/11/2013 16:00,54.1,JPM,,11/11/2013 16:00,71.81,STT,,11/11/2013 16:00,58.1,NTRS
11/12/2013 16:00,53.97,JPM,,11/12/2013 16:00,69.9,STT,,11/12/2013 16:00,57.7,NTRS
11/13/2013 16:00,54.14,JPM,,11/13/2013 16:00,70.88,STT,,11/13/2013 16:00,57.64,NTRS
11/14/2013 16:00,54.4,JPM,,11/14/2013 16:00,70.62,STT,,11/14/2013 16:00,57.2,NTRS
