Date,Symbol,Close
5/14/13,STT,63.59
5/15/13,STT,63.61
5/16/13,STT,63.81
5/17/13,STT,65.16
5/20/13,STT,65.19
5/21/13,STT,65.09
5/22/13,STT,65.16
5/23/13,STT,64.6
5/24/13,STT,64.49
5/28/13,STT,67.15
5/29/13,STT,66.85
5/30/13,STT,67.19
5/31/13,STT,66.18
6/3/13,STT,66.31
6/4/13,STT,66.15
6/5/13,STT,64.88
6/6/13,STT,65.53
6/7/13,STT,67.44
6/10/13,STT,67.36
6/11/13,STT,66.12
6/12/13,STT,64.91
6/13/13,STT,66.41
6/14/13,STT,66.06
6/17/13,STT,66.85
6/18/13,STT,67.32
6/19/13,STT,66.68
6/20/13,STT,65.97
6/21/13,STT,64.95
6/24/13,STT,64.09
6/25/13,STT,64.84
6/26/13,STT,64.99
6/27/13,STT,65.55
6/28/13,STT,65.21
7/1/13,STT,65.76
7/2/13,STT,65.87
7/3/13,STT,65.81
7/5/13,STT,67.76
7/8/13,STT,67.81
7/9/13,STT,68.83
7/10/13,STT,68.58
7/11/13,STT,68.5
7/12/13,STT,68.95
7/15/13,STT,69.25
7/16/13,STT,68.69
7/17/13,STT,69.4
7/18/13,STT,70.1
7/19/13,STT,69.28
7/22/13,STT,70.02
7/23/13,STT,71.2
7/24/13,STT,69.67
7/25/13,STT,69.35
7/26/13,STT,68.95
7/29/13,STT,68.53
7/30/13,STT,68.64
7/31/13,STT,69.67
8/1/13,STT,70.7
8/2/13,STT,70.57
8/5/13,STT,70.35
8/6/13,STT,70.65
8/7/13,STT,69.34
8/8/13,STT,69.51
8/9/13,STT,69.32
8/12/13,STT,68.55
8/13/13,STT,69.23
8/14/13,STT,69.26
8/15/13,STT,67.8
8/16/13,STT,67.85
8/19/13,STT,67.42
8/20/13,STT,68.26
8/21/13,STT,68.21
8/22/13,STT,69.73
8/23/13,STT,69.67
8/26/13,STT,69.52
8/27/13,STT,66.87
8/28/13,STT,66.79
8/29/13,STT,67.2
8/30/13,STT,66.72
9/3/13,STT,67.56
9/4/13,STT,68.26
9/5/13,STT,68.31
9/6/13,STT,67.63
9/9/13,STT,68.11
9/10/13,STT,68.65
9/11/13,STT,68.29
9/12/13,STT,67.8
9/13/13,STT,68.05
9/16/13,STT,68.83
9/17/13,STT,69.1
9/18/13,STT,69.03
9/19/13,STT,68.63
9/20/13,STT,67.64
9/23/13,STT,66.59
9/24/13,STT,66.49
9/25/13,STT,66.73
9/26/13,STT,66.97
9/27/13,STT,66.21
9/30/13,STT,65.75
10/1/13,STT,66.7
10/2/13,STT,65.94
10/3/13,STT,65.75
10/4/13,STT,66.42
10/7/13,STT,65.95
10/8/13,STT,64.71
10/9/13,STT,64.78
10/10/13,STT,67.11
10/11/13,STT,67.22
10/14/13,STT,67.27
10/15/13,STT,67.03
10/16/13,STT,68.53
10/17/13,STT,69.52
10/18/13,STT,69.77
10/21/13,STT,69.81
10/22/13,STT,67.54
10/23/13,STT,67.64
10/24/13,STT,67.94
10/25/13,STT,68.74
10/28/13,STT,68.58
10/29/13,STT,70.26
10/30/13,STT,70.23
10/31/13,STT,70.07
11/1/13,STT,70.35
11/4/13,STT,70.92
11/5/13,STT,70.8
11/6/13,STT,71.18
11/7/13,STT,69.85
11/8/13,STT,71.86
11/11/13,STT,71.81
11/12/13,STT,69.9
11/13/13,STT,70.88
11/14/13,STT,70.62
11/15/13,STT,70.64
11/18/13,STT,70.99
11/19/13,STT,70.9
11/20/13,STT,71.08
11/21/13,STT,72.05
11/22/13,STT,72.7
11/25/13,STT,72.11
11/26/13,STT,72.55
11/27/13,STT,72.34
11/29/13,STT,72.61
12/2/13,STT,72.89
12/3/13,STT,71.5
12/4/13,STT,70.83
12/5/13,STT,70.16
12/6/13,STT,71.23
12/9/13,STT,71.82
12/10/13,STT,71.35
12/11/13,STT,70.37
12/12/13,STT,70.21
12/13/13,STT,69.73
12/16/13,STT,70.02
12/17/13,STT,69.59
12/18/13,STT,71.43
12/19/13,STT,71.03
12/20/13,STT,71.55
12/23/13,STT,72.21
12/24/13,STT,72.23
12/26/13,STT,72.73
12/27/13,STT,72.96
12/30/13,STT,72.66
12/31/13,STT,73.39
1/2/14,STT,73.16
1/3/14,STT,74.7
1/6/14,STT,74.69
1/7/14,STT,75.24
1/8/14,STT,75.05
1/9/14,STT,75.35
1/10/14,STT,74.88
1/13/14,STT,72.93
1/14/14,STT,73.47
1/15/14,STT,74.32
1/16/14,STT,73.72
1/17/14,STT,73.5
1/21/14,STT,74.17
1/22/14,STT,75.15
1/23/14,STT,72.76
1/24/14,STT,69.52
1/27/14,STT,68.3
1/28/14,STT,68.88
1/29/14,STT,67.6
1/30/14,STT,68.24
1/31/14,STT,66.95
2/3/14,STT,64.6
2/4/14,STT,65.46
2/5/14,STT,64.34
2/6/14,STT,65.92
2/7/14,STT,68.23
2/10/14,STT,68.16
2/11/14,STT,68.75
2/12/14,STT,68.8
2/13/14,STT,68.5
2/14/14,STT,68.81
2/18/14,STT,68.22
2/19/14,STT,68.05
2/20/14,STT,67.82
2/21/14,STT,68.52
2/24/14,STT,69.07
2/25/14,STT,67.87
2/26/14,STT,67.41
2/27/14,STT,67.39
2/28/14,STT,65.67
3/3/14,STT,65.2
3/4/14,STT,66.41
3/5/14,STT,66.5
3/6/14,STT,67.73
3/7/14,STT,68.14
3/10/14,STT,68.2
3/11/14,STT,66.83
3/12/14,STT,66.16
3/13/14,STT,64.48
3/14/14,STT,64.73
3/17/14,STT,65.44
3/18/14,STT,65.34
3/19/14,STT,66.15
3/20/14,STT,68
3/21/14,STT,68.81
3/24/14,STT,70.21
3/25/14,STT,70.16
3/26/14,STT,68.64
3/27/14,STT,68.49
3/28/14,STT,68.99
3/31/14,STT,69.55
4/1/14,STT,69.57
4/2/14,STT,69.28
4/3/14,STT,69.49
4/4/14,STT,68.25
4/7/14,STT,66.52
4/8/14,STT,65.92
4/9/14,STT,67.07
4/10/14,STT,65.15
4/11/14,STT,63.76
4/14/14,STT,64.44
4/15/14,STT,64.35
4/16/14,STT,64.91
4/17/14,STT,65.53
4/21/14,STT,65
4/22/14,STT,65.36
4/23/14,STT,65.91
4/24/14,STT,65.73
4/25/14,STT,63.79
4/28/14,STT,63.49
4/29/14,STT,64.34
4/30/14,STT,64.56
5/1/14,STT,64.6
5/2/14,STT,65.36
5/5/14,STT,64.13
5/6/14,STT,63.55
5/7/14,STT,64.25
5/8/14,STT,64.96
5/9/14,STT,64.86
5/12/14,STT,65.86
5/13/14,STT,65.59
5/14/14,STT,64.87
5/15/14,STT,63.21
5/16/14,STT,63.19
5/19/14,STT,63.81
5/20/14,STT,63.23
5/21/14,STT,64.27
5/22/14,STT,64.69
5/23/14,STT,64.49
5/27/14,STT,65.17
5/28/14,STT,64.83
5/29/14,STT,65.01
5/30/14,STT,65.27
6/2/14,STT,65.07
6/3/14,STT,65.79
6/4/14,STT,66.32
6/5/14,STT,66.43
6/6/14,STT,67
6/9/14,STT,67.21
6/10/14,STT,66.96
6/11/14,STT,66.48
6/12/14,STT,66.23
6/13/14,STT,66.26
6/16/14,STT,66.09
6/17/14,STT,67.73
6/18/14,STT,67.82
6/19/14,STT,67.22
6/20/14,STT,67.8
6/23/14,STT,68.03
6/24/14,STT,67.55
6/25/14,STT,68.03
6/26/14,STT,67.67
6/27/14,STT,66.82
6/30/14,STT,67.26
7/1/14,STT,67.66
7/2/14,STT,68.1
7/3/14,STT,68.84
7/7/14,STT,68.54
7/8/14,STT,67.79
7/9/14,STT,68.15
7/10/14,STT,67.7
7/11/14,STT,67.61
7/14/14,STT,68.58
7/15/14,STT,69.11
7/16/14,STT,69.42
7/17/14,STT,69.12
7/18/14,STT,69.9
7/21/14,STT,69.75
7/22/14,STT,70.07
7/23/14,STT,70.29
7/24/14,STT,71.56
7/25/14,STT,71.45
7/28/14,STT,71.25
7/29/14,STT,71.02
7/30/14,STT,71.86
7/31/14,STT,70.44
8/1/14,STT,69.96
8/4/14,STT,70.47
8/5/14,STT,69.62
8/6/14,STT,70.32
8/7/14,STT,69.69
8/8/14,STT,70.36
8/11/14,STT,70.3
8/12/14,STT,69.77
8/13/14,STT,69.99
8/14/14,STT,70.17
8/15/14,STT,69.63
8/18/14,STT,70.19
8/19/14,STT,70.2
8/20/14,STT,70.44
8/21/14,STT,70.77
8/22/14,STT,70.92
8/25/14,STT,71.75
8/26/14,STT,72.2
8/27/14,STT,71.61
8/28/14,STT,71.67
8/29/14,STT,72.03
9/2/14,STT,72.39
9/3/14,STT,72.31
9/4/14,STT,72.43
9/5/14,STT,72.66
9/8/14,STT,72.69
9/9/14,STT,71.55
9/10/14,STT,72.19
9/11/14,STT,72.92
9/12/14,STT,74.08
9/15/14,STT,74.3
9/16/14,STT,74.3
9/17/14,STT,74.81
9/18/14,STT,75.73
9/19/14,STT,74.84
9/22/14,STT,74.47
9/23/14,STT,73.94
9/24/14,STT,74.94
9/25/14,STT,73.86
9/26/14,STT,74.31
9/29/14,STT,73.61
9/30/14,STT,73.61
10/1/14,STT,72.5
10/2/14,STT,72.66
10/3/14,STT,73.59
10/6/14,STT,73.51
10/7/14,STT,71.27
10/8/14,STT,71.93
10/9/14,STT,69.11
10/10/14,STT,68.04
10/13/14,STT,66.9
10/14/14,STT,67.23
10/15/14,STT,65.81
10/16/14,STT,66.19
10/17/14,STT,67.38
10/20/14,STT,67.42
10/21/14,STT,68.97
10/22/14,STT,67.9
10/23/14,STT,68.94
10/24/14,STT,71.88
10/27/14,STT,72.36
10/28/14,STT,72.95
10/29/14,STT,73.82
10/30/14,STT,73.55
10/31/14,STT,75.46
11/3/14,STT,75.86
11/4/14,STT,76.58
11/5/14,STT,77.22
11/6/14,STT,77.85
11/7/14,STT,77.81
11/10/14,STT,78.12
11/11/14,STT,77.68
11/12/14,STT,77.45
11/13/14,STT,76.48
11/14/14,STT,76.07
11/17/14,STT,75.67
11/18/14,STT,75.86
11/19/14,STT,75.88
11/20/14,STT,76.2
11/21/14,STT,76.57
11/24/14,STT,77.21
11/25/14,STT,77.19
11/26/14,STT,76.87
